tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,Churn
68,88.52,5504.62,One year,Fiber optic,No,No,Bank transfer,0,Yes,Yes,No,No
46,120.0,5466.91,One year,Fiber optic,No,Yes,Electronic check,0,No,Yes,Yes,No
48,69.15,3243.08,One year,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,Yes,No
32,85.75,2634.86,One year,DSL,No,No,Credit card,0,Yes,Yes,No,No
20,113.19,2108.49,One year,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,No
21,69.85,1413.74,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
47,38.35,1708.16,Two year,No,No,Yes,Credit card,0,No,Yes,No,No
36,83.47,2791.92,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
14,18.0,250.62,Month-to-month,No,Yes,No,Electronic check,0,No,Yes,No,Yes
34,18.0,560.71,One year,DSL,No,No,Bank transfer,1,Yes,Yes,No,No
70,74.99,5119.84,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
31,18.0,546.84,Two year,DSL,Yes,No,Mailed check,0,No,No,No,No
10,25.54,254.17,Month-to-month,DSL,No,No,Credit card,0,No,No,Yes,Yes
9,53.6,460.66,Two year,No,No,No,Electronic check,0,No,Yes,No,No
56,43.36,2315.22,Two year,No,Yes,Yes,Mailed check,0,No,No,Yes,No
24,60.57,1442.09,Two year,DSL,No,No,Electronic check,0,No,No,No,No
1,98.39,96.43,Two year,DSL,Yes,Yes,Electronic check,0,No,No,Yes,No
63,72.15,4438.01,Two year,DSL,No,Yes,Bank transfer,0,Yes,No,No,No
34,39.82,1325.33,One year,No,No,No,Electronic check,0,Yes,No,No,No
6,105.63,601.66,Month-to-month,DSL,No,Yes,Bank transfer,1,No,No,Yes,No
17,22.13,340.15,Month-to-month,DSL,Yes,Yes,Mailed check,1,No,No,No,No
66,71.66,4350.37,One year,DSL,No,No,Mailed check,0,Yes,No,No,No
41,18.8,743.28,Two year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
38,72.57,2591.14,One year,No,No,Yes,Credit card,1,Yes,Yes,No,No
40,55.44,2130.4,Two year,DSL,No,Yes,Electronic check,0,Yes,No,Yes,No
23,97.47,2141.3,Two year,Fiber optic,No,Yes,Mailed check,0,Yes,No,Yes,No
59,86.62,4823.7,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,Yes,No
45,47.39,1969.35,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,Yes,No
18,41.63,728.28,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,Yes,Yes
67,55.55,3688.0,Month-to-month,DSL,No,No,Bank transfer,1,Yes,No,No,No
41,120.0,4806.82,One year,DSL,No,Yes,Credit card,0,No,No,Yes,No
31,113.57,3210.86,Two year,No,No,No,Mailed check,0,No,No,Yes,No
38,35.95,1302.98,One year,DSL,No,No,Credit card,0,Yes,Yes,No,No
35,89.01,3064.06,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,Yes,Yes
35,18.0,604.23,Month-to-month,Fiber optic,Yes,No,Mailed check,1,No,No,Yes,No
2,51.58,97.38,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,Yes,Yes
7,37.17,241.57,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
69,97.08,6249.98,Month-to-month,No,Yes,No,Credit card,0,No,Yes,No,No
40,26.28,971.54,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,No,No
67,77.88,4798.29,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
12,65.02,748.16,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,Yes,Yes
48,59.74,2726.84,Two year,Fiber optic,Yes,Yes,Mailed check,0,No,No,No,No
59,115.15,6613.7,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,No,Yes
1,117.79,109.64,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,Yes,Yes
59,60.67,3386.53,Month-to-month,DSL,No,No,Electronic check,0,No,No,No,No
4,54.62,211.5,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,Yes,Yes
43,19.79,847.84,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,Yes,No
26,64.87,1576.8,One year,DSL,No,Yes,Bank transfer,1,No,Yes,Yes,No
31,120.0,3458.93,Month-to-month,Fiber optic,Yes,No,Electronic check,1,Yes,No,No,No
20,61.14,1155.46,One year,DSL,Yes,No,Electronic check,0,No,No,No,No
7,86.86,591.23,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,Yes,Yes
71,23.08,1632.38,One year,No,No,No,Electronic check,0,Yes,No,No,No
49,51.96,2428.04,Month-to-month,DSL,Yes,No,Electronic check,0,Yes,No,Yes,No
66,78.87,5107.79,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,No
43,68.18,2774.72,One year,Fiber optic,No,Yes,Electronic check,0,No,No,Yes,No
57,89.74,4624.05,Two year,No,No,No,Electronic check,1,No,Yes,No,No
2,46.92,92.85,One year,No,No,Yes,Credit card,0,Yes,No,Yes,No
69,18.0,1153.8,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,Yes,Yes,Yes
1,98.66,90.16,Month-to-month,DSL,No,No,Credit card,0,No,Yes,Yes,No
43,36.92,1586.95,Two year,No,Yes,No,Mailed check,0,Yes,Yes,No,No
1,80.2,74.97,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,Yes,Yes,No
34,78.53,2439.47,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,Yes,Yes,Yes,No
29,18.0,486.06,Month-to-month,No,Yes,No,Electronic check,0,No,No,Yes,No
7,96.47,642.46,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,Yes,No
21,48.0,916.07,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,No,No,Yes
43,66.65,2680.41,Month-to-month,No,Yes,No,Electronic check,1,No,No,No,Yes
57,54.25,2989.85,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,Yes
35,113.68,3945.35,Two year,DSL,No,No,Credit card,0,No,No,No,No
68,105.3,6728.94,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,Yes,No
30,18.0,516.49,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,Yes
46,120.0,5319.11,One year,DSL,Yes,No,Credit card,0,No,No,Yes,Yes
54,44.65,2187.05,One year,DSL,No,Yes,Electronic check,0,Yes,No,No,No
61,120.0,6838.51,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,No,Yes
29,57.31,1609.51,Two year,No,No,No,Bank transfer,1,No,No,No,No
54,54.77,2879.4,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,Yes,No
15,57.58,808.07,Two year,Fiber optic,No,No,Electronic check,0,Yes,No,No,No
11,52.98,524.89,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,No,No
16,120.0,1729.32,Month-to-month,Fiber optic,No,No,Credit card,0,No,Yes,Yes,No
15,62.71,897.2,Two year,DSL,No,No,Credit card,0,No,No,No,No
11,55.93,587.64,One year,No,No,Yes,Mailed check,0,No,Yes,Yes,No
7,67.31,450.24,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,No,Yes
2,35.98,69.96,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,Yes,Yes
15,112.91,1680.32,Month-to-month,DSL,No,No,Electronic check,0,No,No,No,Yes
29,20.87,604.64,One year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,No,No
22,46.58,994.13,Month-to-month,DSL,Yes,No,Credit card,0,No,No,Yes,No
4,93.1,354.3,Month-to-month,DSL,No,No,Mailed check,0,No,No,No,No
64,66.27,3876.95,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,Yes,No
29,81.48,2217.41,One year,No,Yes,Yes,Credit card,0,No,No,Yes,No
20,110.99,2124.89,Two year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,No,No
69,95.11,6562.46,One year,DSL,No,No,Mailed check,0,Yes,Yes,Yes,No
21,69.12,1324.8,Month-to-month,DSL,No,No,Mailed check,1,Yes,No,Yes,Yes
71,120.0,8343.7,Two year,Fiber optic,No,No,Credit card,0,No,No,No,Yes
31,46.15,1430.5,One year,DSL,No,No,Electronic check,1,Yes,Yes,No,No
32,61.99,1945.06,Two year,Fiber optic,No,No,Bank transfer,0,Yes,No,No,No
15,64.09,938.96,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,No,No
37,61.93,2121.54,Month-to-month,No,Yes,No,Credit card,0,Yes,No,No,Yes
13,32.92,385.31,One year,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,No,No
35,18.0,581.24,Month-to-month,DSL,No,No,Electronic check,0,Yes,No,Yes,Yes
22,77.52,1669.59,Month-to-month,No,Yes,Yes,Electronic check,0,Yes,Yes,Yes,No
65,46.0,2723.08,Two year,DSL,Yes,No,Electronic check,0,Yes,No,No,No
1,120.0,111.55,Two year,DSL,Yes,Yes,Bank transfer,0,No,No,Yes,No
64,62.82,3844.59,Two year,No,No,Yes,Electronic check,0,Yes,No,Yes,No
66,57.46,3633.01,One year,DSL,No,No,Mailed check,0,Yes,No,No,No
51,97.83,4761.31,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,No,No
61,77.07,4692.28,Month-to-month,DSL,Yes,No,Bank transfer,0,No,No,Yes,No
22,59.73,1184.27,Month-to-month,DSL,No,No,Mailed check,0,Yes,Yes,Yes,No
25,45.78,1085.86,Month-to-month,DSL,Yes,No,Electronic check,0,No,Yes,Yes,Yes
67,120.0,7641.55,Month-to-month,Fiber optic,No,No,Credit card,0,No,Yes,Yes,Yes
54,75.85,3806.45,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,Yes,Yes
5,97.53,464.49,One year,DSL,No,Yes,Mailed check,0,Yes,No,No,No
34,34.31,1128.43,One year,DSL,No,Yes,Electronic check,0,Yes,No,Yes,Yes
21,47.66,968.11,Two year,No,No,No,Bank transfer,1,Yes,No,Yes,Yes
42,120.0,4580.28,One year,No,No,No,Mailed check,0,No,No,No,No
14,106.91,1467.17,One year,Fiber optic,No,No,Bank transfer,0,Yes,Yes,No,No
59,78.73,4612.88,One year,No,No,No,Credit card,0,No,Yes,Yes,No
11,53.55,537.43,Two year,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,No
48,57.98,2620.69,One year,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,No
41,44.72,1744.0,Two year,DSL,No,No,Electronic check,0,No,No,No,No
37,30.29,1023.77,Two year,DSL,No,No,Electronic check,0,No,Yes,Yes,No
44,92.72,3877.08,Two year,No,Yes,No,Mailed check,0,No,No,No,No
34,81.16,2540.58,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,No,Yes
29,87.08,2509.0,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
29,54.89,1504.02,Month-to-month,DSL,No,Yes,Credit card,0,No,No,Yes,No
5,72.67,363.16,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,No,Yes
66,52.04,3107.15,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,Yes,Yes,No
6,43.18,236.48,Month-to-month,No,No,Yes,Electronic check,0,Yes,Yes,Yes,No
51,115.01,5538.92,Month-to-month,DSL,No,No,Credit card,1,No,Yes,Yes,Yes
13,68.65,881.24,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,Yes,Yes
14,80.22,1073.13,One year,DSL,No,No,Credit card,0,Yes,No,Yes,No
20,90.07,1753.18,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,No,Yes
34,69.02,2211.41,One year,Fiber optic,Yes,No,Mailed check,0,Yes,No,Yes,No
65,72.22,4243.89,One year,DSL,No,No,Electronic check,1,Yes,No,No,Yes
1,32.4,31.26,One year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,No
34,38.12,1248.64,Two year,DSL,No,No,Credit card,0,No,No,Yes,No
19,36.57,630.31,Month-to-month,No,No,No,Bank transfer,0,Yes,No,Yes,No
9,83.16,686.39,Month-to-month,DSL,No,Yes,Credit card,1,No,No,No,Yes
24,67.13,1526.72,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,No,Yes,Yes
65,38.12,2340.69,Month-to-month,No,No,No,Credit card,0,Yes,No,No,No
24,82.4,1928.64,One year,DSL,No,Yes,Electronic check,0,Yes,Yes,Yes,No
53,81.3,4044.94,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,Yes,No,No
32,44.15,1365.23,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
35,64.17,2179.57,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
13,81.41,1020.76,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,No,Yes
64,39.25,2410.55,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,No
53,81.99,4261.03,One year,No,No,No,Mailed check,0,Yes,No,Yes,No
51,74.03,3646.07,Month-to-month,No,Yes,No,Mailed check,0,Yes,Yes,Yes,No
2,35.02,68.88,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,No,No
40,71.59,2759.56,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,Yes,No
5,75.97,347.9,Month-to-month,No,No,No,Electronic check,0,Yes,Yes,Yes,Yes
24,46.22,1032.68,Two year,Fiber optic,No,No,Electronic check,0,No,No,No,No
12,48.58,543.92,Month-to-month,DSL,No,No,Electronic check,0,Yes,Yes,Yes,No
7,34.75,221.21,One year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,No
20,51.53,998.89,Two year,No,No,No,Mailed check,0,No,Yes,No,No
67,64.64,4155.53,Month-to-month,Fiber optic,No,No,Credit card,1,No,No,No,Yes
24,48.66,1119.93,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
67,20.45,1298.7,Two year,DSL,No,Yes,Mailed check,0,Yes,No,No,No
44,44.34,1861.83,Two year,No,No,No,Bank transfer,0,No,No,Yes,No
59,52.48,2789.19,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,No,No,Yes,Yes
11,89.51,895.63,One year,Fiber optic,Yes,No,Mailed check,1,No,Yes,Yes,No
31,82.84,2486.72,Two year,DSL,No,No,Credit card,1,No,No,Yes,No
12,90.09,1001.24,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,Yes,Yes,No
30,42.83,1170.28,Two year,Fiber optic,No,No,Electronic check,0,Yes,No,No,Yes
19,69.25,1227.42,Month-to-month,No,No,No,Credit card,0,No,No,Yes,No
17,18.0,283.19,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,Yes,No
59,77.87,4148.39,Two year,DSL,Yes,Yes,Mailed check,0,No,Yes,Yes,No
62,83.33,4861.93,Two year,Fiber optic,No,No,Electronic check,0,Yes,Yes,Yes,No
5,54.45,245.76,Month-to-month,DSL,No,No,Mailed check,0,No,No,Yes,Yes
31,73.86,2060.78,Month-to-month,DSL,No,Yes,Electronic check,1,Yes,No,Yes,Yes
42,19.55,804.06,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,No
1,40.97,38.16,One year,No,Yes,Yes,Mailed check,1,No,No,No,No
59,87.96,4965.23,One year,DSL,Yes,Yes,Electronic check,0,Yes,Yes,Yes,No
22,80.34,1643.36,Two year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,No,No
30,52.64,1568.15,Two year,DSL,No,Yes,Credit card,0,Yes,Yes,No,No
4,89.34,347.68,Month-to-month,DSL,No,No,Credit card,0,No,Yes,Yes,Yes
33,69.15,2138.0,Month-to-month,DSL,No,Yes,Bank transfer,0,No,Yes,Yes,No
9,49.87,413.4,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,Yes,Yes
1,59.52,54.39,One year,DSL,Yes,No,Credit card,0,No,Yes,Yes,No
10,51.34,501.2,One year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,No,No
49,29.49,1365.97,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,No
30,102.7,2844.37,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,Yes,Yes,No
55,47.96,2616.6,Month-to-month,DSL,Yes,Yes,Credit card,0,No,No,Yes,No
8,40.03,300.71,Month-to-month,No,No,Yes,Credit card,1,No,No,Yes,No
20,19.12,364.94,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,Yes,Yes
27,18.0,479.09,Month-to-month,No,No,Yes,Credit card,1,Yes,No,Yes,Yes
61,86.04,5160.99,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,Yes,Yes,No
6,88.81,513.57,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,Yes,Yes
15,100.79,1495.01,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,Yes
3,60.53,180.72,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,No,Yes
3,55.34,164.94,Two year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,Yes,No
39,49.77,1814.67,One year,DSL,No,No,Mailed check,0,No,No,Yes,No
16,52.5,789.36,One year,DSL,No,Yes,Credit card,0,Yes,Yes,Yes,Yes
51,98.59,4646.21,One year,Fiber optic,No,No,Bank transfer,1,No,Yes,No,No
51,64.2,3220.77,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,Yes,No
35,76.34,2437.26,Month-to-month,No,No,No,Bank transfer,0,No,Yes,Yes,No
37,51.74,1790.92,Two year,Fiber optic,No,Yes,Electronic check,0,Yes,No,Yes,No
49,104.63,4619.17,One year,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
62,18.0,1070.76,Two year,DSL,No,Yes,Mailed check,0,Yes,No,No,No
62,28.38,1699.45,One year,No,Yes,No,Electronic check,0,Yes,No,Yes,Yes
61,76.39,4309.83,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,Yes,Yes
6,117.52,686.56,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,Yes,No
26,58.25,1420.83,One year,DSL,Yes,Yes,Electronic check,0,Yes,No,Yes,No
13,39.73,480.94,Month-to-month,Fiber optic,No,No,Electronic check,1,Yes,No,No,Yes
70,95.02,6622.24,Month-to-month,DSL,No,Yes,Bank transfer,1,Yes,No,No,No
4,74.71,286.55,Two year,Fiber optic,Yes,Yes,Mailed check,0,No,No,Yes,No
54,103.71,5181.61,Month-to-month,No,No,No,Bank transfer,1,No,No,No,No
1,26.29,26.25,Month-to-month,No,Yes,No,Electronic check,0,Yes,No,Yes,Yes
61,101.35,5803.71,Two year,Fiber optic,No,No,Credit card,0,Yes,Yes,Yes,Yes
20,18.55,357.93,Two year,No,No,No,Bank transfer,0,Yes,No,Yes,No
20,56.35,1095.88,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
9,77.38,656.19,Two year,No,Yes,No,Mailed check,1,No,Yes,Yes,No
57,70.58,3836.36,Two year,Fiber optic,No,Yes,Mailed check,0,No,Yes,Yes,No
38,96.82,3399.46,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,No,Yes,Yes
4,18.0,68.15,Month-to-month,No,Yes,No,Credit card,0,Yes,Yes,Yes,Yes
64,69.23,4125.35,Month-to-month,No,No,No,Credit card,0,No,Yes,No,Yes
12,100.99,1157.04,Month-to-month,DSL,No,No,Electronic check,1,Yes,No,No,No
52,66.78,3357.93,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,Yes
44,30.73,1299.93,Two year,DSL,Yes,No,Mailed check,0,No,Yes,No,No
31,95.23,2886.21,One year,No,No,No,Bank transfer,0,No,No,No,No
35,45.55,1441.45,One year,Fiber optic,No,No,Mailed check,0,Yes,No,No,Yes
59,40.27,2157.01,Two year,DSL,Yes,Yes,Electronic check,0,Yes,No,Yes,No
10,36.5,335.99,Two year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,No
62,59.04,3655.28,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,Yes,Yes
20,70.49,1381.64,Month-to-month,Fiber optic,No,No,Credit card,1,No,No,Yes,Yes
51,26.93,1363.01,One year,DSL,No,No,Mailed check,0,Yes,Yes,Yes,No
54,33.09,1656.79,Month-to-month,DSL,No,No,Mailed check,1,Yes,Yes,No,No
25,44.17,1057.19,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,Yes,No,Yes,Yes
67,36.35,2327.04,One year,DSL,Yes,Yes,Mailed check,1,Yes,No,Yes,No
33,66.1,2087.4,Two year,Fiber optic,No,No,Electronic check,0,No,No,Yes,No
51,75.84,3758.6,Month-to-month,Fiber optic,No,No,Electronic check,1,No,No,Yes,Yes
51,71.72,3436.05,One year,DSL,Yes,Yes,Credit card,0,No,No,No,No
28,71.76,1944.42,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,No,No
37,115.13,4169.69,One year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,No,No
41,77.71,2959.6,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,Yes,Yes
20,88.52,1760.79,Two year,Fiber optic,Yes,Yes,Credit card,1,Yes,No,Yes,No
41,52.56,2051.1,Month-to-month,Fiber optic,No,No,Credit card,0,No,Yes,No,Yes
12,93.32,1089.91,One year,DSL,Yes,No,Mailed check,0,Yes,No,Yes,No
63,51.13,3133.87,Month-to-month,No,No,Yes,Bank transfer,0,No,No,Yes,No
16,77.34,1183.64,Month-to-month,DSL,Yes,No,Electronic check,1,No,Yes,Yes,No
8,23.86,177.95,Month-to-month,No,No,No,Credit card,0,Yes,No,No,Yes
40,69.99,2706.36,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,No,No,No,No
0,35.74,0.0,Month-to-month,No,Yes,No,Credit card,0,No,No,Yes,Yes
1,93.08,92.91,Month-to-month,Fiber optic,No,No,Mailed check,0,No,Yes,Yes,Yes
59,91.28,4946.06,One year,DSL,No,No,Credit card,0,Yes,Yes,No,No
47,51.0,2223.32,One year,No,No,No,Mailed check,0,Yes,No,Yes,No
28,120.0,3344.69,Month-to-month,DSL,No,No,Bank transfer,0,No,No,Yes,Yes
9,56.42,466.47,One year,DSL,No,No,Electronic check,0,No,No,Yes,No
57,18.0,940.85,Month-to-month,DSL,Yes,No,Electronic check,0,No,No,Yes,No
59,41.63,2408.16,Month-to-month,No,No,No,Mailed check,0,No,Yes,Yes,Yes
20,33.68,623.17,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
27,76.39,1875.81,One year,Fiber optic,Yes,Yes,Mailed check,0,No,No,No,No
33,27.94,850.71,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,Yes,Yes
7,48.82,337.93,Two year,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
58,74.44,4006.8,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
71,69.16,4760.62,Month-to-month,Fiber optic,Yes,No,Credit card,1,Yes,No,Yes,No
48,64.62,2914.15,Month-to-month,No,Yes,Yes,Electronic check,0,Yes,Yes,No,No
16,68.78,1019.28,Two year,DSL,No,Yes,Electronic check,0,No,Yes,Yes,Yes
59,53.88,2906.82,One year,DSL,No,No,Electronic check,0,No,Yes,No,No
44,18.0,789.8,One year,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,No
68,53.09,3437.24,Two year,Fiber optic,No,No,Bank transfer,0,Yes,No,No,No
31,79.06,2233.9,Two year,Fiber optic,No,No,Bank transfer,0,Yes,No,No,No
43,60.89,2408.5,One year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
64,76.74,4620.26,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,No,Yes
7,47.4,316.68,Two year,Fiber optic,No,No,Credit card,0,No,Yes,Yes,No
71,94.83,6182.04,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,No,No,No
42,18.0,701.4,One year,DSL,No,No,Electronic check,0,Yes,No,No,No
0,69.24,0.0,One year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
50,105.47,4966.31,One year,DSL,Yes,No,Electronic check,1,No,No,Yes,Yes
23,109.93,2275.91,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,Yes
23,58.05,1208.84,One year,DSL,No,Yes,Electronic check,0,No,No,Yes,No
16,25.21,380.74,Two year,No,No,No,Mailed check,0,No,No,Yes,No
4,105.99,384.11,Month-to-month,Fiber optic,No,No,Electronic check,1,Yes,No,No,Yes
19,63.44,1105.79,Month-to-month,DSL,No,No,Electronic check,0,Yes,No,Yes,No
20,60.23,1171.82,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,Yes,No
57,38.21,2064.8,Two year,No,Yes,No,Credit card,0,Yes,No,No,No
30,27.5,782.3,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,No,No
10,81.92,786.29,Month-to-month,No,No,Yes,Electronic check,0,Yes,No,Yes,Yes
51,85.1,4248.31,Month-to-month,DSL,Yes,Yes,Credit card,0,No,Yes,Yes,Yes
14,71.05,911.0,Month-to-month,No,No,No,Mailed check,0,No,No,No,Yes
6,42.08,231.6,Two year,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
27,33.05,813.95,One year,DSL,No,Yes,Credit card,0,Yes,No,No,No
50,22.03,1094.54,One year,Fiber optic,Yes,Yes,Credit card,0,Yes,No,Yes,No
57,48.18,2630.17,Month-to-month,No,No,Yes,Mailed check,0,Yes,No,Yes,No
4,34.82,126.64,One year,Fiber optic,Yes,No,Credit card,0,Yes,No,No,No
4,18.0,66.39,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,No,Yes
7,84.54,575.54,Month-to-month,DSL,No,No,Bank transfer,1,No,No,Yes,Yes
63,25.43,1446.53,Month-to-month,Fiber optic,No,No,Bank transfer,1,No,No,No,Yes
9,94.52,827.34,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,Yes
37,76.82,2817.18,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,Yes,No
7,73.83,468.04,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,No,No,No
24,114.96,2534.57,Month-to-month,No,No,No,Bank transfer,0,No,No,No,No
65,26.43,1546.56,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,No
49,91.21,4071.09,One year,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,No
66,56.07,3558.88,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,No,No,No
48,120.0,5209.82,Two year,No,Yes,Yes,Electronic check,0,Yes,Yes,Yes,No
35,53.58,1767.63,Month-to-month,Fiber optic,Yes,No,Mailed check,1,No,No,Yes,No
67,48.73,3102.78,One year,Fiber optic,No,Yes,Bank transfer,1,No,No,Yes,No
40,77.77,3081.75,Two year,No,Yes,Yes,Mailed check,0,Yes,No,No,No
61,58.73,3394.19,Two year,Fiber optic,Yes,Yes,Electronic check,0,No,No,Yes,No
9,42.25,347.65,Two year,DSL,No,Yes,Bank transfer,0,Yes,No,Yes,No
20,35.89,666.79,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,No,No,No
35,108.75,3681.48,Month-to-month,No,No,No,Mailed check,0,Yes,No,Yes,No
11,30.1,301.7,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,No,Yes
1,71.69,66.18,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,Yes
12,96.69,1159.79,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,Yes
